Code;Libellé;Médiane du niveau de vie 2015
23162;Roches;16936
23164;Rougnat;16843
23165;Royère-de-Vassivière;18860
23166;Sagnat;18560
23167;Sannat;15448
23168;Sardent;19211
23169;La Saunière;20837
23170;Savennes;20485
23171;Sermur;N/A
23172;La Serre-Bussière-Vieille;15686
23173;Soubrebost;19696
23174;Soumans;17090
23175;Sous-Parsat;23811
23176;La Souterraine;18275
23177;Saint-Agnant-de-Versillat;19160
23178;Saint-Agnant-près-Crocq;14552
23179;Saint-Alpinien;18607
23180;Saint-Amand;19408
23181;Saint-Amand-Jartoudeix;17358
23182;Saint-Avit-de-Tardes;18189
23183;Saint-Avit-le-Pauvre;N/A
23184;Saint-Bard;14948
23185;Saint-Chabrais;16815
23186;Saint-Christophe;23060
23187;Saint-Dizier-la-Tour;18038
23188;Saint-Dizier-les-Domaines;18845
23189;Saint-Dizier-Leyrenne;17522
23190;Saint-Domet;15104
23191;Saint-Éloi;18354
23192;Fursac;18714
23193;Sainte-Feyre;22018
23194;Sainte-Feyre-la-Montagne;18975
23195;Saint-Fiel;21153
23196;Saint-Frion;17246
23197;Saint-Georges-la-Pouge;17816
23198;Saint-Georges-Nigremont;15483
23199;Saint-Germain-Beaupré;17229
23200;Saint-Goussaud;18339
23201;Saint-Hilaire-la-Plaine;19366
23202;Saint-Hilaire-le-Château;18213
23203;Saint-Julien-la-Genête;17985
23204;Saint-Julien-le-Châtel;15150
23205;Saint-Junien-la-Bregère;15710
23206;Saint-Laurent;20569
23207;Saint-Léger-Bridereix;15994
23208;Saint-Léger-le-Guérétois;20531
23209;Saint-Loup;16445
23210;Saint-Maixant;20382
23211;Saint-Marc-à-Frongier;19230
23212;Saint-Marc-à-Loubaud;17583
23213;Saint-Marien;16319
23214;Saint-Martial-le-Mont;20345
23215;Saint-Martial-le-Vieux;16436
23216;Saint-Martin-Château;16590
23217;Saint-Martin-Sainte-Catherine;17753
23218;Saint-Maurice-près-Crocq;14500
23219;Saint-Maurice-la-Souterraine;18340
23220;Saint-Médard-la-Rochette;16646
23221;Saint-Merd-la-Breuille;16302
23222;Saint-Michel-de-Veisse;19867
23223;Saint-Moreil;16169
23224;Saint-Oradoux-de-Chirouze;N/A
23225;Saint-Oradoux-près-Crocq;15940
23226;Saint-Pardoux-d'Arnet;17744
23227;Saint-Pardoux-Morterolles;16832
23228;Saint-Pardoux-le-Neuf;20517
23229;Saint-Pardoux-les-Cards;17265
23230;Saint-Pierre-Chérignat;17129
23232;Saint-Pierre-Bellevue;18223
23233;Saint-Pierre-le-Bost;17832
23234;Saint-Priest;15638
23235;Saint-Priest-la-Feuille;19331
23236;Saint-Priest-la-Plaine;18222
23237;Saint-Priest-Palus;N/A
23238;Saint-Quentin-la-Chabanne;19225
23239;Saint-Sébastien;17215
23240;Saint-Silvain-Bas-le-Roc;18393
23241;Saint-Silvain-Bellegarde;16923
23242;Saint-Silvain-Montaigut;20410
23243;Saint-Silvain-sous-Toulx;15721
23244;Saint-Sulpice-le-Dunois;18731
23245;Saint-Sulpice-le-Guérétois;21537
23246;Saint-Sulpice-les-Champs;17318
23247;Saint-Vaury;20253
23248;Saint-Victor-en-Marche;19691
23249;Saint-Yrieix-la-Montagne;15457
23250;Saint-Yrieix-les-Bois;17099
23251;Tardes;16472
23252;Tercillat;17436
23253;Thauron;17241
23254;Toulx-Sainte-Croix;18617
23255;Trois-Fonds;18824
23257;Vallière;17244
23258;Vareilles;17913
23259;Verneiges;20096
23260;Vidaillat;16173
23261;Viersat;16437
23262;Vigeville;17910
23263;Villard;18435
23264;La Villedieu;N/A
23265;La Villeneuve;N/A
23266;La Villetelle;18143
24001;Abjat-sur-Bandiat;17342
24002;Agonac;20411
24004;Ajat;18650
24005;Alles-sur-Dordogne;20303
24006;Allas-les-Mines;18144
24007;Allemans;19626
24008;Angoisse;17471
24009;Anlhiac;20112
24010;Annesse-et-Beaulieu;20397
24011;Antonne-et-Trigonant;20759
24012;Archignac;18103
24014;Aubas;18533
24015;Audrix;19129
24016;Augignac;18613
24018;Auriac-du-Périgord;18738
24019;Azerat;18220
24020;La Bachellerie;19626
24021;Badefols-d'Ans;16562
24022;Badefols-sur-Dordogne;19410
24023;Baneuil;21752
24024;Bardou;N/A
24025;Bars;15851
24026;Bassillac et Auberoche;20716
24027;Bayac;20140
24028;Beaumontois en Périgord;19060
24029;Beaupouyet;17200
24030;Beauregard-de-Terrasson;19505
24031;Beauregard-et-Bassac;18053
24032;Beauronne;17757
24034;Beleymas;19662
24035;Pays de Belvès;18415
24036;Berbiguières;19446
24037;Bergerac;18061
24038;Bertric-Burée;19229
24039;Besse;14131
24040;Beynac-et-Cazenac;19006
24042;Biras;19524
24043;Biron;16958
24045;Boisse;18480
24046;Boisseuilh;17129
24048;Bonneville-et-Saint-Avit-de-Fumadières;18881
24050;Borrèze;17513
24051;Bosset;19108
24052;Bouillac;16363
24053;Boulazac Isle Manoire;20588
24054;Bouniagues;18359
24055;Bourdeilles;19876
24056;Le Bourdeix;18397
24057;Bourg-des-Maisons;N/A
24058;Bourg-du-Bost;16951
24059;Bourgnac;19683
24060;Bourniquel;N/A
24061;Bourrou;19542
24062;Bouteilles-Saint-Sébastien;14595
24063;Bouzic;19444
24064;Brantôme en Périgord;20314
24066;Brouchaud;20725
24067;Le Bugue;18697
24068;Le Buisson-de-Cadouin;18623
24069;Bussac;18815
24070;Busserolles;15834
24071;Bussière-Badil;16948
24073;Calès;18277
24074;Calviac-en-Périgord;19501
24075;Campagnac-lès-Quercy;18877
24076;Campagne;18932
24077;Campsegret;19103
24079;Cantillac;19699
24080;Capdrot;18230
24081;Carlux;19436
24082;Carsac-Aillac;20246
24083;Carsac-de-Gurson;18486
24084;Carves;N/A
24085;La Cassagne;17144
24086;Castelnaud-la-Chapelle;18230
24087;Castels et Bézenac;18578
24088;Cause-de-Clérans;19871
24089;Cazoulès;18554
24090;Celles;17979
24091;Cénac-et-Saint-Julien;19437
24094;Chalagnac;19512
24095;Chalais;18031
24096;Champagnac-de-Belair;19665
24097;Champagne-et-Fontaine;18731
24098;Champcevinel;23477
24100;Champniers-et-Reilhac;17017
24101;Champs-Romain;17759
24102;Chancelade;21528
24104;Chantérac;19907
24105;Chapdeuil;19809
24106;La Chapelle-Aubareil;17481
24107;La Chapelle-Faucher;18297
24108;La Chapelle-Gonaguet;21323
24109;La Chapelle-Grésignac;14455
24110;La Chapelle-Montabourlet;N/A
24111;La Chapelle-Montmoreau;N/A
24113;La Chapelle-Saint-Jean;N/A
24114;Chassaignes;N/A
24115;Château-l'Évêque;20813
24116;Châtres;17534
24117;Les Coteaux Périgourdins;20582
24119;Cherval;19524
24120;Cherveix-Cubas;20133
24121;Chourgnac;N/A
24122;Cladech;18898
24123;Clermont-de-Beauregard;15405
24124;Clermont-d'Excideuil;18362
24126;Colombier;21671
24127;Coly;18289
24128;Comberanche-et-Épeluche;17891
24129;Condat-sur-Trincou;18369
24130;Condat-sur-Vézère;19116
24131;Connezac;N/A
24132;Conne-de-Labarde;21893
24133;La Coquille;18285
24134;Corgnac-sur-l'Isle;19159
24135;Cornille;23157
24136;Coubjours;17396
24137;Coulaures;19108
24138;Coulounieix-Chamiers;19806
24139;Coursac;21493
24140;Cours-de-Pile;19795
24141;Coutures;18549
24142;Coux et Bigaroque-Mouzens;19333
24143;Couze-et-Saint-Front;18803
24144;Creyssac;N/A
24145;Creysse;20046
24146;Creyssensac-et-Pissot;20130
24147;Cubjac-Auvézère-Val d'Ans;19104
24148;Cunèges;20067
24150;Daglan;17835
24151;Doissat;15566
24152;Domme;18307
24153;La Dornac;20900
24154;Douchapt;18422
24155;Douville;19002
24156;La Douze;18579
24157;Douzillac;18651
24158;Dussac;20313
24159;Échourgnac;18345
24160;Église-Neuve-de-Vergt;21031
24161;Église-Neuve-d'Issac;18168
24162;Escoire;21935
24163;Étouars;15492
24164;Excideuil;17760
24165;Eygurande-et-Gardedeuil;18347
24167;Eymet;18379
24168;Plaisance;17537
24170;Eyvirat;19067
24171;Eyzerac;20034
24172;Les Eyzies-de-Tayac-Sireuil;17985
24174;Fanlac;18660
24175;Les Farges;20595
24176;Faurilles;N/A
24177;Faux;19335
24179;La Feuillade;21571
24180;Firbeix;16884
24181;Flaugeac;20327
24182;Le Fleix;19201
24183;Fleurac;15623
24184;Florimont-Gaumier;18416
24186;Fonroque;17469
24188;Fossemagne;17386
24189;Fougueyrolles;18118
24190;Fouleix;15113
24191;Fraisse;17228
24192;Gabillou;N/A
24193;Gageac-et-Rouillac;20900
24194;Gardonne;19135
24195;Gaugeac;18561
24196;Génis;20011
24197;Ginestet;21612
24198;La Gonterie-Boulouneix;18901
24199;Gout-Rossignol;18574
24200;Grand-Brassac;17286
24202;Granges-d'Ans;19073
24205;Grignols;18770
24206;Grives;17035
24207;Groléjac;18812
24208;Grun-Bordas;17131
24209;Hautefaye;15512
24210;Hautefort;19317
24211;Issac;18347
24212;Issigeac;20389
24213;Jaure;18688
24214;Javerlhac-et-la-Chapelle-Saint-Robert;18731
24215;Jayac;16569
24216;La Jemaye-Ponteyraud;16927
24217;Journiac;20294
24218;Jumilhac-le-Grand;18161
24220;Lacropte;17036
24221;Rudeau-Ladosse;18552
24222;La Force;19214
24223;Lalinde;19479
24224;Lamonzie-Montastruc;20587
24225;Lamonzie-Saint-Martin;19574
24226;Lamothe-Montravel;17582
24227;Lanouaille;17958
24228;Lanquais;20188
24229;Le Lardin-Saint-Lazare;18383
24230;Larzac;18058
24231;Lavalade;N/A
24232;Lavaur;N/A
24233;Laveyssière;17768
24234;Les Lèches;18848
24236;Léguillac-de-l'Auche;20339
24237;Lembras;21644
24238;Lempzours;18670
24240;Limeuil;18510
24241;Limeyrat;17118
24242;Liorac-sur-Louyre;23023
24243;Lisle;18588
24244;Lolme;18978
24245;Loubejac;16852
24246;Lunas;20000
24247;Lusignac;14065
24248;Lussas-et-Nontronneau;18412
24249;Manaurie;17766
24251;Manzac-sur-Vern;19473
24252;Marcillac-Saint-Quentin;19798
24253;Mareuil en Périgord;18718
24254;Marnac;19408
24255;Marquay;19273
24256;Marsac-sur-l'Isle;20356
24257;Marsalès;18401
24259;Maurens;19659
24260;Mauzac-et-Grand-Castang;19236
24261;Mauzens-et-Miremont;18143
24262;Mayac;20222
24263;Mazeyrolles;16757
24264;Ménesplet;18946
24266;Mensignac;19430
24267;Mescoules;19450
24268;Meyrals;18434
24269;Mialet;17084
24271;Milhac-de-Nontron;18489
24272;Minzac;19571
24273;Molières;18806
24274;Monbazillac;22411
24276;Monestier;18468
24277;Monfaucon;17573
24278;Monmadalès;N/A
24279;Monmarvès;N/A
24280;Monpazier;16797
24281;Monsac;19549
24282;Monsaguel;20348
24284;Montagnac-d'Auberoche;21290
24285;Montagnac-la-Crempse;17278
24286;Montagrier;19613
24287;Montaut;18785
24288;Montazeau;21239
24289;Montcaret;18460
24290;Montferrand-du-Périgord;15318
24291;Montignac;18399
24292;Montpeyroux;18129
24293;Monplaisant;19125
24294;Montpon-Ménestérol;18705
24295;Montrem;19852
24296;Mouleydier;18974
24297;Moulin-Neuf;18015
24299;Mussidan;17533
24300;Nabirat;18144
24301;Nadaillac;18672
24302;Nailhac;19916
24303;Nanteuil-Auriac-de-Bourzac;17464
24304;Nantheuil;19062
24305;Nanthiat;19227
24306;Nastringues;16318
24307;Naussannes;16813
24308;Négrondes;19089
24309;Neuvic;18413
24311;Nontron;18913
24312;Sanilhac;21058
24313;Orliac;N/A
24314;Orliaguet;17134
24316;Parcoul-Chenaud;17432
24317;Paulin;17013
24318;Paunat;18882
24319;Paussac-et-Saint-Vivien;18514
24320;Payzac;16926
24321;Pazayac;19570
24322;Périgueux;18492
24323;Petit-Bersac;20190
24324;Peyrignac;19976
24325;Peyrillac-et-Millac;19379
24326;Peyzac-le-Moustier;15214
24327;Pezuls;21567
24328;Piégut-Pluviers;18364
24329;Le Pizou;18179
24330;Plazac;18545
24331;Pomport;20224
24334;Pontours;21070
24335;Port-Sainte-Foy-et-Ponchapt;18813
24336;Prats-de-Carlux;19341
24337;Prats-du-Périgord;18526
24338;Pressignac-Vicq;18330
24339;Preyssac-d'Excideuil;19534
24340;Prigonrieux;20580
24341;Proissans;19576
24345;Queyssac;21885
24346;Quinsac;18625
24347;Rampieux;16067
24348;Razac-d'Eymet;17991
24349;Razac-de-Saussignac;18772
24350;Razac-sur-l'Isle;19934
24351;Ribagnac;18498
24352;Ribérac;18195
24353;La Rochebeaucourt-et-Argentine;17713
24354;La Roche-Chalais;17427
24355;La Roque-Gageac;21456
24356;Rouffignac-Saint-Cernin-de-Reilhac;18562
24357;Rouffignac-de-Sigoulès;19343
24359;Sadillac;17420
24360;Sagelat;16244
24361;Saint-Agne;20127
24362;Val de Louyre et Caudeau;18619
24364;Saint-Amand-de-Coly;18124
24365;Saint-Amand-de-Vergt;17808
24366;Saint-André-d'Allas;20457
24367;Saint-André-de-Double;16846
24370;Saint-Antoine-de-Breuilh;17881
24371;Saint-Aquilin;19394
24372;Saint-Astier;19361
24373;Saint-Aubin-de-Cadelech;18200
24374;Saint-Aubin-de-Lanquais;19488
24375;Saint-Aubin-de-Nabirat;20509
24376;Saint Aulaye-Puymangou;18278
24377;Saint-Avit-de-Vialard;17712
24378;Saint-Avit-Rivière;N/A
24379;Saint-Avit-Sénieur;18772
24380;Saint-Barthélemy-de-Bellegarde;18357
24381;Saint-Barthélemy-de-Bussière;17264
24382;Saint-Capraise-de-Lalinde;18230
24383;Saint-Capraise-d'Eymet;19010
24384;Saint-Cassien;N/A
24385;Saint-Cernin-de-Labarde;20879
24386;Saint-Cernin-de-l'Herm;16912
24388;Saint-Chamassy;19857
24389;Saint-Cirq;15056
24390;Saint-Crépin-d'Auberoche;18527
24391;Saint-Crépin-de-Richemont;18355
24392;Saint-Crépin-et-Carlucet;19668
24393;Sainte-Croix;N/A
24394;Sainte-Croix-de-Mareuil;19429
24395;Saint-Cybranet;18689
24396;Saint-Cyprien;16880
24397;Saint-Cyr-les-Champagnes;17768
24398;Saint-Estèphe;18828
24399;Saint-Étienne-de-Puycorbier;17025
24401;Sainte-Eulalie-d'Ans;18585
24402;Sainte-Eulalie-d'Eymet;N/A
24403;Saint-Félix-de-Bourdeilles;N/A
24404;Saint-Félix-de-Reillac-et-Mortemart;18039
24405;Saint-Félix-de-Villadeix;18045
24406;Sainte-Foy-de-Belvès;N/A
24407;Sainte-Foy-de-Longas;20543
24408;Saint-Front-d'Alemps;19192
24409;Saint-Front-de-Pradoux;18924
24410;Saint-Front-la-Rivière;18668
24411;Saint-Front-sur-Nizonne;21254
24412;Saint-Geniès;18897
24413;Saint-Georges-Blancaneix;17944
24414;Saint-Georges-de-Montclard;17005
24415;Saint-Géraud-de-Corps;18297
24416;Saint-Germain-de-Belvès;20203
24417;Saint-Germain-des-Prés;19382
24418;Saint-Germain-du-Salembre;19163
24419;Saint-Germain-et-Mons;20766
24420;Saint-Géry;16353
24421;Saint-Geyrac;17227
24422;Saint-Hilaire-d'Estissac;N/A
24423;Sainte-Innocence;N/A
24424;Saint-Jean-d'Ataux;18413
24425;Saint-Jean-de-Côle;19199
24426;Saint-Jean-d'Estissac;20170
24427;Saint-Jean-d'Eyraud;21749
24428;Saint-Jory-de-Chalais;17781
24429;Saint-Jory-las-Bloux;19757
24431;Saint-Julien-de-Crempse;16704
24432;Saint-Julien-de-Lampon;18282
24433;Saint-Julien-d'Eymet;18400
24434;Saint-Just;15732
24436;Saint-Laurent-des-Hommes;19079
24437;Saint-Laurent-des-Vignes;20291
24438;Saint-Laurent-la-Vallée;17756
24441;Saint-Léon-d'Issigeac;20446
24442;Saint-Léon-sur-l'Isle;19030
24443;Saint-Léon-sur-Vézère;16923
24444;Saint-Louis-en-l'Isle;18074
24445;Saint-Marcel-du-Périgord;20083
24446;Saint-Marcory;N/A
24448;Saint-Martial-d'Albarède;20651
24449;Saint-Martial-d'Artenset;19576
24450;Saint-Martial-de-Nabirat;19582
24451;Saint-Martial-de-Valette;19010
24452;Saint-Martial-Viveyrol;19073
24453;Saint-Martin-de-Fressengeas;18597
24454;Saint-Martin-de-Gurson;18578
24455;Saint-Martin-de-Ribérac;18583
24456;Saint-Martin-des-Combes;18381
24457;Saint-Martin-l'Astier;17797
24458;Saint-Martin-le-Pin;18347
24459;Saint-Maime-de-Péreyrol;19716
24460;Saint-Méard-de-Drône;17954
24461;Saint-Méard-de-Gurçon;18298
24462;Saint-Médard-de-Mussidan;19294
24463;Saint-Médard-d'Excideuil;20100
24464;Saint-Mesmin;16507
24465;Saint-Michel-de-Double;16645
24466;Saint-Michel-de-Montaigne;19122
24468;Saint-Michel-de-Villadeix;17653
24470;Sainte-Mondane;18239
24471;Sainte-Nathalène;20564
24472;Saint-Nexans;20539
24473;Sainte-Orse;17982
24474;Saint-Pancrace;18425
24476;Saint-Pantaly-d'Excideuil;21555
24477;Saint-Pardoux-de-Drône;18846
24478;Saint-Pardoux-et-Vielvic;19338
24479;Saint-Pardoux-la-Rivière;17712
24480;Saint-Paul-de-Serre;22206
24481;Saint-Paul-la-Roche;17391
24482;Saint-Paul-Lizonne;18562
24483;Saint-Perdoux;19218
24484;Saint-Pierre-de-Chignac;19642
24485;Saint-Pierre-de-Côle;16993
24486;Saint-Pierre-de-Frugie;19031
24487;Saint-Pierre-d'Eyraud;18505
24488;Saint-Pompont;16775
24489;Saint-Priest-les-Fougères;18405
24490;Saint Privat en Périgord;18951
24491;Saint-Rabier;18745
24492;Sainte-Radegonde;N/A
24493;Saint-Raphaël;20207
24494;Saint-Rémy;18787
24495;Saint-Romain-de-Monpazier;N/A
24496;Saint-Romain-et-Saint-Clément;20410
24498;Saint-Saud-Lacoussière;17855
24499;Saint-Sauveur;21600
24500;Saint-Sauveur-Lalande;17430
24501;Saint-Seurin-de-Prats;17601
24502;Saint-Séverin-d'Estissac;N/A
24504;Saint-Sulpice-de-Roumagnac;18358
24505;Saint-Sulpice-d'Excideuil;18947
24507;Sainte-Trie;19527
24508;Saint-Victor;19053
24509;Saint-Vincent-de-Connezac;16743
24510;Saint-Vincent-de-Cosse;18380
24511;Saint-Vincent-Jalmoutiers;18781
24512;Saint-Vincent-le-Paluel;22787
24513;Saint-Vincent-sur-l'Isle;22079
24514;Saint-Vivien;17290
24515;Salagnac;18795
24516;Salignac-Eyvigues;19140
24517;Salles-de-Belvès;N/A
24518;Salon;18966
24519;Sarlande;17959
24520;Sarlat-la-Canéda;18855
24521;Sarliac-sur-l'Isle;19843
24522;Sarrazac;16436
24523;Saussignac;20481
24524;Savignac-de-Miremont;16966
24525;Savignac-de-Nontron;20369
24526;Savignac-Lédrier;18608
24527;Savignac-les-Églises;19280
24528;Sceau-Saint-Angel;17421
24529;Segonzac;18915
24530;Sencenac-Puy-de-Fourches;18420
24531;Sergeac;16945
24532;Serres-et-Montguyard;20784
24533;Servanches;N/A
24534;Sigoulès;18415
24535;Simeyrols;20230
24536;Singleyrac;16093
24537;Siorac-de-Ribérac;19370
24538;Siorac-en-Périgord;17375
24540;Sorges et Ligueux en Périgord;20988
24541;Soudat;N/A
24542;Soulaures;N/A
24543;Sourzac;18688
24544;Tamniès;18779
24545;Teillots;17407
24546;Temple-Laguyon;N/A
24547;Terrasson-Lavilledieu;17410
24548;Teyjat;17378
24549;Thénac;18537
24550;Thenon;17594
24551;Thiviers;18349
24552;Thonac;19194
24553;Tocane-Saint-Apre;18560
24554;La Tour-Blanche-Cercles;17572
24555;Tourtoirac;18548
24557;Trélissac;21686
24558;Trémolat;18871
24559;Tursac;17128
24560;Urval;N/A
24561;Valeuil;21089
24562;Vallereuil;21576
24563;Valojoulx;20239
24564;Vanxains;18121
24565;Varaignes;17215
24566;Varennes;21151
24567;Vaunac;20797
24568;Vélines;17819
24569;Vendoire;16865
24570;Verdon;N/A
24571;Vergt;17523
24572;Vergt-de-Biron;18146
24573;Verteillac;18445
24574;Veyrignac;18755
24575;Veyrines-de-Domme;17436
24576;Veyrines-de-Vergt;18398
24577;Vézac;19593
24580;Villac;19602
24581;Villamblard;17596
24582;Villars;19045
24584;Villefranche-de-Lonchat;17250
24585;Villefranche-du-Périgord;17160
24586;Villetoureix;18801
24587;Vitrac;20544
25001;Abbans-Dessous;20396
25002;Abbans-Dessus;21861
25003;Abbenans;16557
25004;Abbévillers;26142
25005;Accolans;N/A
25006;Adam-lès-Passavant;N/A
25007;Adam-lès-Vercel;20541
25008;Aibre;21014
25009;Aïssey;19500
25011;Allenjoie;22252
25012;Les Alliés;27540
25013;Allondans;23070
25014;Amagney;21399
25015;Amancey;22002
25016;Amathay-Vésigneux;21294
25017;Amondans;N/A
25018;Anteuil;20723
25019;Appenans;20926
25020;Arbouans;20271
25021;Arc-et-Senans;20098
25022;Arcey;22353
25024;Arçon;24949
25025;Arc-sous-Cicon;21356
25026;Arc-sous-Montenot;20122
25027;Arguel;24388
25029;Aubonne;20011
25030;Audeux;23024
25031;Audincourt;16686
25032;Autechaux;20733
25033;Autechaux-Roide;22363
25035;Les Auxons;24207
25036;Avanne-Aveney;23938
25038;Avilley;20033
25039;Avoudrey;21243
25040;Badevel;22676
25041;Bannans;24610
25042;Le Barboux;28548
25043;Bart;23341
25044;Bartherans;N/A
25045;Battenans-les-Mines;N/A
25046;Battenans-Varin;N/A
25047;Baume-les-Dames;19566
25048;Bavans;20658
25049;Belfays;31249
25050;Le Bélieu;31942
25051;Belleherbe;21047
25052;Belmont;N/A
25053;Belvoir;N/A
25054;Berche;22609
25055;Berthelange;22188
25056;Besançon;18838
25057;Bethoncourt;15914
25058;Beure;20878
25059;Beutal;21080
25060;Bians-les-Usiers;23710
25061;Bief;24760
25062;Le Bizot;31503
25063;Blamont;23397
25065;Blarians;N/A
25066;Blussangeaux;N/A
25067;Blussans;21473
25070;Bolandoz;20848
25071;Bondeval;24415
25072;Bonnal;N/A
25073;Bonnay;22648
25074;Bonnétage;28802
25075;Bonnevaux;26678
25077;La Bosse;N/A
25078;Bouclans;22185
25079;Boujailles;21860
25082;Bourguignon;21412
25083;Bournois;17787
25084;Boussières;23044
25085;Bouverans;23352
25086;Braillans;23689
25087;Branne;18897
25088;Breconchaux;N/A
25089;Bremondans;N/A
25090;Brères;N/A
25091;Les Bréseux;27963
25092;La Bretenière;N/A
25093;Bretigney;N/A
25094;Bretigney-Notre-Dame;20712
25095;Bretonvillers;20830
25096;Brey-et-Maison-du-Bois;26987
25097;Brognard;25205
25098;Buffard;24529
25099;Bugny;25040
25100;Bulle;24257
25101;Burgille;21620
25102;Burnevillers;N/A
25103;Busy;23445
25104;By;N/A
25105;Byans-sur-Doubs;20445
25106;Cademène;N/A
25107;Cendrey;20555
25108;Cernay-l'Église;30061
25109;Cessey;21948
25110;Chaffois;25798
25111;Chalèze;23918
25112;Chalezeule;22458
25113;Chamesey;20243
25114;Chamesol;21540
25115;Champagney;23283
25116;Champlive;20160
25117;Champoux;N/A
25119;Champvans-les-Moulins;22404
25120;Chantrans;20939
25121;Chapelle-des-Bois;21526
25122;Chapelle-d'Huin;23911
25124;Charmauvillers;26572
25125;Charmoille;19476
25126;Charnay;22397
25127;Charquemont;28505
25129;Chassagne-Saint-Denis;20054
25130;Châteauvieux-les-Fossés;N/A
25131;Châtelblanc;21303
25132;Châtillon-Guyotte;21652
25133;Châtillon-le-Duc;26804
25134;Châtillon-sur-Lison;N/A
25136;Chaucenne;23060
25138;Les Terres-de-Chaux;21196
25139;La Chaux;24323
25140;Chaux-lès-Clerval;19627
25141;Chaux-lès-Passavant;18768
25142;Chaux-Neuve;26163
25143;Chay;21650
25145;Chazot;20642
25147;Chemaudin et Vaux;23009
25148;La Chenalotte;35283
25149;Chenecey-Buillon;21623
25150;Chevigney-sur-l'Ognon;20449
25151;Chevigney-lès-Vercel;21376
25152;La Chevillotte;19980
25153;Chevroz;25509
25154;Chouzelot;19477
25155;Cléron;20100
25156;Pays de Clerval;17607
25157;La Cluse-et-Mijoux;28184
25159;Colombier-Fontaine;19716
25160;Les Combes;28534
25161;Consolation-Maisonnettes;N/A
25162;Corcelles-Ferrières;22381
25163;Corcelle-Mieslot;23283
25164;Corcondray;19166
25166;Côtebrune;N/A
25170;Courcelles-lès-Montbéliard;22082
25171;Courcelles;N/A
25172;Courchapon;21060
25173;Cour-Saint-Maurice;21703
25174;Courtefontaine;22309
25175;Courtetain-et-Salans;N/A
25176;Courvières;23128
25177;Crosey-le-Grand;19953
25178;Crosey-le-Petit;16434
25179;Le Crouzet;N/A
25180;Crouzet-Migette;20822
25181;Cubrial;21337
25182;Cubry;N/A
25183;Cusance;N/A
25184;Cuse-et-Adrisans;17316
25185;Cussey-sur-Lison;N/A
25186;Cussey-sur-l'Ognon;22821
25187;Dambelin;21087
25188;Dambenois;24437
25189;Dammartin-les-Templiers;21271
25190;Dampierre-les-Bois;22630
25191;Dampierre-sur-le-Doubs;22003
25192;Dampjoux;22299
25193;Damprichard;24598
25194;Dannemarie;22355
25195;Dannemarie-sur-Crète;22637
25196;Dasle;23314
25197;Deluz;20033
25198;Désandans;22593
25199;Déservillers;17841
25200;Devecey;23242
25201;Dommartin;25153
25202;Dompierre-les-Tilleuls;22309
25203;Domprel;21265
25204;Doubs;26749
25207;Dung;23478
25208;Durnes;22506
25209;Échay;21211
25210;Échenans;23747
25211;Échevannes;N/A
25212;École-Valentin;23575
25213;Les Écorces;28540
25214;Écot;22914
25215;L'Écouvotte;N/A
25216;Écurcey;22216
25217;Émagny;20938
25218;Épenouse;22406
25219;Épenoy;21829
25220;Épeugney;21177
25221;Esnans;N/A
25222;Étalans;21542
25223;Éternoz;18732
25224;Étouvans;22248
25225;Étrabonne;21677
25226;Étrappe;21087
25227;Étray;23446
25228;Étupes;20614
25229;Évillers;19940
25230;Exincourt;20859
25231;Eysson;24357
25232;Faimbe;19011
25233;Fallerans;20547
25234;Ferrières-le-Lac;32260
25235;Ferrières-les-Bois;23802
25236;Fertans;21231
25237;Fesches-le-Châtel;19773
25238;Fessevillers;28322
25239;Feule;20421
25240;Les Fins;28454
25241;Flagey;19217
25242;Flagey-Rigney;21829
25243;Flangebouche;22300
25244;Fleurey;N/A
25245;Fontain;25211
25246;Fontaine-lès-Clerval;17354
25247;Fontenelle-Montby;N/A
25248;Les Fontenelles;26953
25249;Fontenotte;N/A
25250;Foucherans;21502
25251;Fourbanne;22873
25252;Fourcatier-et-Maison-Neuve;36968
25253;Fourg;20268
25254;Les Fourgs;26579
25255;Fournet-Blancheroche;29303
25256;Frambouhans;28348
25257;Franey;21409
25258;Franois;22236
25259;Frasne;24782
25261;Froidevaux;N/A
25262;Fuans;28400
25263;Gellin;32017
25264;Gémonval;N/A
25265;Geneuille;22817
25266;Geney;18252
25267;Gennes;22306
25268;Germéfontaine;19004
25269;Germondans;N/A
25270;Gevresin;19415
25271;Gilley;26984
25273;Glamondans;21469
25274;Glay;23012
25275;Glère;22437
25276;Gondenans-Montby;19767
25277;Gondenans-les-Moulins;N/A
25278;Gonsans;21480
25279;Gouhelans;19129
25280;Goumois;28345
25281;Goux-lès-Dambelin;19618
25282;Goux-les-Usiers;23267
25283;Goux-sous-Landet;N/A
25284;Grand-Charmont;17676
25285;Grand'Combe-Châteleu;31035
25286;Grand'Combe-des-Bois;28642
25287;Grandfontaine;23753
25288;Fournets-Luisans;26938
25289;Grandfontaine-sur-Creuse;N/A
25290;La Grange;N/A
25293;Granges-Narboz;29170
25295;Les Grangettes;31583
25296;Les Gras;28379
25297;Le Gratteris;23611
25298;Grosbois;20148
25299;Guillon-les-Bains;19792
25300;Guyans-Durnes;22773
25301;Guyans-Vennes;25707
25303;Hauterive-la-Fresse;27080
25304;Hérimoncourt;19746
25305;L'Hôpital-du-Grosbois;21577
25306;L'Hôpital-Saint-Lieffroy;18989
